849-Lester_Young_w_Oscar_Peterson_Trio-Just_You _Just_Me                                                                         _^PNl63ARx0DM.m4a    c=3 p=0 t=1 to=1036 ss=575
422-Howl-Moving_Castle-Merry_go_round_of_Life_cover_by_Grissini_Project _^J6qIzKxmW8Y.opus                                                               c=3                  p=0 t=1 to=342 ss=0
862-Caccini_Ciaccona _^ja7ugHH8DtM.opus                                                               v=-6db               cmp=hrn3 F=y c=3 p=0.02 t=1.12 ss=0
811-Eyck-Flutes_Garden_of_Delight-Bosgraaf _^JcMDJ3QQtnE.m4a                                                                v=-5db               ss=0
108-Jimi_Hendrix-Cafe_Au_Go_Go_68 _^JDKj0aX9PRg.opus                                                               v=-4db               cmp=ckb c=3 p=-1.975 t=0.743 to=286.5 ss=0
735-Coltrane-After_the_Rain _^Je2tpX6Z-QA.opus.mp3                                                           ss=0                
853-Corelli_op5_Geminiani_FiBO _^jEuTZKtOAj0.mkv                                                                F=y                  c=3 p=0.02 t=1.12 to=687 ss=0
954-Saint-Saens_Op166-Oboe_Sonata-D-maj _^JK6GdqMyhXw.opus                                                               v=0db                cmp=hrn1 F=y c=1 p=-2.98 t=0.939 to=1964 ss=1331
957-Saint-Saens_Op37_Romance _^JK6GdqMyhXw.opus                                                               v=0db                cmp=hrn1 F=y c=1 p=-2.98 t=0.939 to=2364 ss=1964
955-Saint-Saens_Op167_Clarinet-Sonata_E-Flat-maj _^JK6GdqMyhXw.opus                                                               v=0db                cmp=hrn1 F=y c=1 p=1.98 t=0.968 to=3356 ss=2364
958-Saint-Saens_Op67_Romance _^JK6GdqMyhXw.opus                                                               v=0db                cmp=hrn1 F=y c=1 p=2.98 t=0.889 to=1331 ss=762
960-Saint-Saens_Op79_Caprice_airs_danois_et_Russes _^JK6GdqMyhXw.opus                                                               v=0db                cmp=hrn1 F=y c=1 p=3 t=0.974 to=4013 ss=3356
956-Saint-Saens_Op168_Bassoon-Sonata_G-maj _^JK6GdqMyhXw.opus                                                               v=3db                c=3 p=4.97 t=0.943 to=762 ss=0
126-Beethoven_Op18-1_Quartet_F-maj_1800 _^K2y3lrFKAII.opus                                                               c=4                  p=0 t=1 to=1648 ss=0
127-Beethoven_Op18-2_Quartet_G-maj_1800 _^K2y3lrFKAII.opus                                                               c=4                  p=0 t=1 to=2965 ss=1648
201-Beethoven_Op18-3_Quartet_D-maj_1800 _^K2y3lrFKAII.opus                                                               c=4                  p=0 t=1 to=4247 ss=2965
204-Beethoven_Op18-4_Quartet_C-min_1800 _^K2y3lrFKAII.opus                                                               c=4                  p=0 t=1 to=5566 ss=4247
205-Beethoven_Op18-6_Quartet_B-flat-maj_1800 _^K2y3lrFKAII.opus                                                               c=4                  p=0 t=1 to=8687 ss=7158
934-Art_Tatum_Ben_Webster_-_The_Album_1956 _^KJifh-S2Hw4.m4a.mp3                                                            ss=0                
418-Haydn-Op51-Quartet-Seven-Last-Words-of-Our-Savior-on-the-Cross _^KkLJqLYYDCw.opus.mp3                                                           ss=0                
834-Irae_Dies_Organ _^KoQv8gpWQ7M.opus                                                               v=8db                c=3 p=3.08 t=0.82 ss=0
125-Schumann-Carnaval_Op._9_-_No._12_Chopin _^kTZPkiTjCvA.mp3                                                                ss=0                
842-Falconieri_Naples_1650_Baroque _^k_gT-YsQeQg.opus                                                               v=-6db               c=1 p=0.02 t=1.12 to=968 ss=3
809-Mozart_k265_Variations_Baczewska _^Lcmmc-_bfGo.mkv                                                                F=y                  c=3 p=-4.06 t=1.48 to=721.3 ss=0
627-Mozart_k265_Variations_Baczewska _^Lcmmc-_bfGo.mkv                                                                v=0db                cmp=ckb c=3 p=-4 t=1 to=721.3 ss=0
313-Bach-BWV225_Motet_1-Singet_dem_Herren_ein_neues_Lied_Scroll _^LdloDlUyV_U.mkv                                                                c=3                  p=0 t=1 to=919 ss=52
909-Vivaldi_RV533-Two_Flute_Concerto-Cmaj-Sir_James_Galway_and_Lady_Jeanne_Galway _^limMFhEVve0.mkv.mp3                                                            ss=0                
114-Butch_Thompson-How_Long_Blues _^LltAzidYoA0.opus                                                               c=3                  p=0 t=1 to=228 ss=0
121-Benny_Goodman_Always_1967 _^LRd8ZR9jDug.m4a                                                                v=16db               c=3 p=-0.07 t=0.97 ss=0
704-Benny_Goodman_Always_1967 _^LRd8ZR9jDug.m4a                                                                v=16db               c=3 p=-0.07 t=0.97 ss=0
221-Bach-BWV229_Motet_5-Komm_Jesu_komm_Scroll _^MIv_Lge4X28.mp4                                                                c=3                  p=0 t=1 to=609 ss=34
843-Falconiero_1586-1656_Passacaglia _^Mm6y-rI-7f4.opus                                                               F=y                  c=1 p=0.02 t=1.12 ss=0
309-Handel_HWV56-He_was_Despised-Scroll _^MmROa7doKRo.mkv                                                                v=3db                c=1 p=-3.99 t=0.969 to=725 ss=14
942-Beatles-Get_Back_2009 _^mNcbF0n63fU.opus                                                               v=-17db              cmp=hrn3 ss=0
965-Paganini_la_carmagnola _^Muf47PVixOk.m4a.mp3                                                            ss=0                
103-Pilot-Magic-1975 _^MzlK0OGpIRs.opus                                                               v=-1db               F=y c=3 p=-4.99 t=1.054 ss=0
827-Astor_Piazzolla-Chant_et_Fugue _^m_zBIKrF9G0.opus                                                               c=3                  p=0 t=0.796 to=2053 ss=1649
425-Astor_Piazzolla-Largo_Tangabile _^m_zBIKrF9G0.opus                                                               c=3                  p=0 t=0.915 to=1036 ss=624
424-Astor_Piazzolla-Pia-Sol-La-Sol _^m_zBIKrF9G0.opus                                                               v=1db                c=3 p=0 t=0.915 to=624 ss=335
840-Falconieri_Ciaccona_by_La_Ritirata_Il_Spiritillo_Brando _^nLK0-N2Eruk.opus                                                               F=y                  c=1 p=0.02 t=1.12 ss=0
323-Rameau-by-Meyer_2-Continuation_D-maj _^nomf2OrFlU8.opus                                                               v=2db                cmp=ckb2 F=y c=1 p=1.97 t=1.38 to=2645 ss=1070
321-Rameau-by-Meyer_1-Minuet-rondeau-1724-Suite-E-min _^nomf2OrFlU8.opus                                                               v=2db                cmp=ckb2 F=y c=1 p=3.02 t=1.26 to=1073 ss=0
841-Falconieri_Folias_La_Ritirata _^NYRO31eg67o.opus                                                               c=1                  p=0.02 t=1.12 to=214.3 ss=0
620-Piers_Adams-Londons-Burning_Interview_wSarah _^nZzwbGO_evs.mkv                                                                v=-7db               F=y c=y-CF p=-1.96 t=1.43 to=625.2 ss=542.8
623-Irish_Reels_TinWhistler_on_Boehm _^O-Xkmu0gfgo.opus                                                               v=1db                c=3 p=0 t=1.79 ss=0
508-Bach-BWV1004-Partita-2-D-Min-Violin-Milstein-Scroll _^Oa1dcTVk2PU.opus                                                               F=y                  c=3 p=-2.03 t=1.04 to=1828 ss=18
711-Bach-BWV1004-Partita-2-DMin-Sarabande-Gigue-Violin-Milstein-Scroll _^Oa1dcTVk2PU.webm                                                               c=3                  p=-3.02 t=1 to=971 ss=477
729-Bach-BWV1004-Partita-2-Dmin-Sarabande-Gigue-Scroll _^Oa1dcTVk2PU.webm                                                               F=y                  c=2 p=-3.98 t=0.95 to=971 ss=477
941-Beatles-Free_As_A_Bird _^ODIvONHPqpk.opus                                                               v=-18db              cmp=hrn1 F=y c=3 p=-0.02 t=0.917 to=288 ss=17
212-Beethoven_Op127__Quartet_E-flat-maj_1825 _^oEdaPbu8i4o.opus                                                               c=4                  p=0 t=1 to=11262 ss=9135
207-Beethoven_Op59-1_Quartet_F-maj_Rasumowsky_1806 _^oEdaPbu8i4o.opus                                                               c=4                  p=0 t=1 to=2313 ss=0
208-Beethoven_Op59-2_Quartet_E-min_Rasumowsky_1806 _^oEdaPbu8i4o.opus                                                               c=4                  p=0 t=1 to=4282 ss=2313
209-Beethoven_Op59-3_Quartet_C-maj_Rasumowsky_1806 _^oEdaPbu8i4o.opus                                                               c=4                  p=0 t=1 to=6070 ss=4282
211-Beethoven_Op74___Quartet_E-flat-maj_Harps_1809 _^oEdaPbu8i4o.opus                                                               c=4                  p=0 t=1 to=7831 ss=6070
504-Mozart_K452_Quintet_for_Piano_and_Winds_E_flat_Brain _^ok_4GYJb2ow.opus                                                               v=2.2db              cmp=ckb ss=0
831-Mozart-K622-Clarinet-Concerto-A-Maj-Kam-Honeck-2006 _^o_gm0NCabPs.m4a_ss2_to1656.mp3                                                 ss=0                
107-Jimi_Hendrix-Hear_My_Train_Acoustic _^P701paKEMXs.m4a                                                                c=3                  p=-1 t=1.0412 to=240 ss=52
120-Gerry_Mulligan-My_Funny_Valentine _^P8FjuxifErA.m4a                                                                F=y                  c=3 p=-0.05 t=0.73 ss=0
128-Gerry_Mulligan-My_Funny_Valentine _^P8FjuxifErA.m4a                                                                F=y                  c=3 p=0.05 t=0.64 ss=0
601-Gerry_Mulligan-My_Funny_Valentine _^P8FjuxifErA.m4a                                                                v=-5db               ss=0
614-Dizzy_Gillespie-I_Can_t_Get_Started _^P9PKoCBLtfs.m4a                                                                v=-12db              c=3 p=-1.94 t=1.14 to=211.6 ss=17
202-Dizzy_Gillespie-I_Can_t_Get_Started _^P9PKoCBLtfs.m4a                                                                v=-12db              F=y c=3 p=-2 t=1 to=211.6 ss=17
622-Haydn_Piano_Sonata_47_Bmin_Hob.XVI.32 _^palsBp8z6pM.mkv                                                                c=1.compkbd          p=4.03 t=1.06 ss=0
850-Falconieri_Folias_de_Espana _^Pe7nP4tBRxE.opus                                                               F=y                  c=1 p=0.02 t=1.12 ss=0
950-Heart-Barracuda-1977 _^PeMvMNpvB5M.opus                                                               v=-19db              cmp=hrn3 c=3 p=0 t=1.19 ss=0
920-Blondie-Rapture _^pHCdS7O248g.opus                                                               v=4db                F=y c=4 p=3.95 t=1.11 ss=0
723-Quantz_Duet_3_QV3_2_Op2-3_Larghetto _^PKq9wkTtdV8.opus.mp3                                                           ss=0                
854-Lester_Young_w_Oscar_Peterson_Trio-Almost_Like_Being_in_Love _^PNl63ARx0DM.m4a                                                                c=3                  p=0 t=1 to=1251 ss=1036
855-Lester_Young_w_Oscar_Peterson_Trio-Tea_for_Two _^PNl63ARx0DM.m4a                                                                c=3                  p=0 t=1 to=1716 ss=1251
857-Lester_Young_w_Oscar_Peterson_Trio-There_Will_Never_Be_Another_You _^PNl63ARx0DM.m4a                                                                c=3                  p=0 t=1 to=1925 ss=1716
858-Lester_Young_w_Oscar_Peterson_Trio-Back_Home_Again_In_Indiana _^PNl63ARx0DM.m4a                                                                c=3                  p=0 t=1 to=2349 ss=1925
860-Lester_Young_w_Oscar_Peterson_Trio-On_the_Sunny_Side_of_the_Street _^PNl63ARx0DM.m4a                                                                c=3                  p=0 t=1 to=2557 ss=2349
861-Lester_Young_w_Oscar_Peterson_Trio-Stardust _^PNl63ARx0DM.m4a                                                                c=3                  p=0 t=1 to=2773 ss=2557
903-Lester_Young_w_Oscar_Peterson_Trio-Im_Confessin_That_I_Love_You _^PNl63ARx0DM.m4a                                                                c=3                  p=0 t=1 to=2995 ss=2773
905-Lester_Young_w_Oscar_Peterson_Trio-I_Cant_Give_You_Anything_But_Love _^PNl63ARx0DM.m4a                                                                c=3                  p=0 t=1 to=3198 ss=2995
906-Lester_Young_w_Oscar_Peterson_Trio-These_Foolish_Things _^PNl63ARx0DM.m4a                                                                c=3                  p=0 t=1 to=3412 ss=3198
847-Lester_Young_w_Oscar_Peterson_Trio-Ad_Lib_Blues _^PNl63ARx0DM.m4a                                                                c=3                  p=0 t=1 to=354 ss=0
865-Lester_Young_w_Oscar_Peterson_Trio-It_Takes_Two_to_Tango _^PNl63ARx0DM.m4a                                                                c=3                  p=0 t=1 to=3560 ss=3412
851-Lester_Young_w_Oscar_Peterson_Trio-I_Cant_Get_Started _^PNl63ARx0DM.m4a                                                                c=3                  p=0 t=1 to=575 ss=354
317-17-Quantz_Capricio_VII_in_A_Minor_QV_3_1.19 _^PXq0lj-S4Kg.opus.mp3                                                           ss=0                
904-Folia_Renaissance_through_Baroque _^q6ObNmzqkEQ.opus                                                               F=y                  c=1 p=0.02 t=1.12 ss=0
325-Eurythmics-Sweet_Dreams_Are_Made_Of_This _^qeMFqkcPYcg.opus                                                               v=1db                c=4 p=0.97 t=1.13 ss=0
610-Quantz_Duet_1_QV3_2_Op2-1_Allegro _^Qt-d8P046zk.opus                                                               v=-7db               ss=0
427-Quantz_Duet_1_QV3_2_Op2-1_Allegro _^Qt-d8P046zk.opus.mp3                                                           ss=0                
959-Cimarosa_G1077-Two_Flute_Concerto_G-Maj-Sir_James_and_Lady_Jeanne_Galway _^QU842DxE9e0.opus                                                               v=-3db               cmp=hrn3 F=y c=3 p=-0.01 t=1.042 to=1096.25 ss=22.75
626-Froberger-JJ_Toccata_3_Livre_de_1649_Massini _^q_0YCx8j4zI.ogg                                                                v=-6db               F=y c=3 p=1.97 t=1.54 ss=0
931-Froberger-JJ_Toccata_3_Livre_de_1649_Massini _^q_0YCx8j4zI.ogg                                                                v=0.894              F=y c=1 p=2.09 t=2.54 ss=0
820-Beethoven_Op122-Bundeslied-scroll _^Rd506jtWjrE.opus                                                               v=-2db               c=1 p=-3 t=1.034 ss=0
106-Paul_McCartney-Let_Em_In _^re61B8sKQWk.opus                                                               v=-13db              cmp=hrn3 ss=0
319-18-Quantz_Capricio_VIII_in_B_Major_QV_3_1.21 _^RJonA0StAUU.opus.mp3                                                           ss=0                
951-John_Lennon-Just_Like_Starting_Over _^rO6YCVkzysg.opus                                                               v=-18db              cmp=hrn3 ss=0
806-Bach_Flute_Sonatas_Solo_Nicolet_Richter _^rPmSDmxbztw.opus.mp3                                                           ss=0                
619-Duke_Ellington_John_Coltrane-In_a_sentimental_mood _^sCQfTNOC5aE.opus.mp3                                                           ss=0                
502-Bach-BWV1033-Flute-Sonata-C-Maj-Scroll.opus _^SC_TRLLd5NQ.opus                                                               c=3                  p=0 t=1 to=558 ss=18
829-Bach-BWV1033-Flute-Sonata-C-Maj-Scroll.opus _^SC_TRLLd5NQ.opus                                                               c=3                  p=0 t=1 to=558 ss=18
932-George_Gershwin_Rhapsody_in_Blue _^SHCZejQuWmo.opus                                                               F=y                  c=4 p=0 t=1.08 ss=0
722-Quantz_Duet_3_QV3_2_Op2-3_Allegro _^SOeIwoPPMng.opus.mp3                                                           ss=0                
705-Art_Tatum-In_a_Sentimental_Mood_1955 _^SWp5j5YIJIQ.opus                                                               c=3                  p=3.07 t=0.87 ss=0
832-Art_Tatum_In_a_Sentimental_Mood_1955 _^SWp5j5YIJIQ.opus                                                               v=1.05               F=y c=1 p=-1.99 t=1.08 ss=0
929-Art_Tatum_In_a_Sentimental_Mood_1955 _^SWp5j5YIJIQ.opus                                                               v=1.05               F=y c=1 p=-1.99 t=1.08 ss=0
839-Falconieri_Ciaccona_and_Folia _^t5GjCsgc-l4.opus                                                               F=y                  c=1 p=0.02 t=1.12 ss=0
602-Tiny_Bubbles_Pearly_Shells_Medley _^TCfgUYuF71s.opus                                                               v=-5db               ss=0
113-Tiny_Bubbles_Pearly_Shells_Medley _^TCfgUYuF71s.opus                                                               v=-6db               ss=0
927-Edie_Brickell_New_Bohemians_-_What_I_Am _^tDl3bdE3YQA.opus                                                               v=1db                F=y c=4 p=1 t=1.04 ss=0
512-Bach-BWV1031-Flute-Sonata-E-Flat-Maj-Scroll _^tglNMNQ1mGw.webm                                                               cmp=ckb              c=3 p=0 t=1 to=686 ss=16
962-Art_Tatum_Friends _^TpmtRvebA4k.opus.mp3                                                           ss=0                
617-No_Doubt-Dont_Speak _^TR3Vdo5etCQ.opus                                                               F=y                  c=1 p=0.99 t=1.08 ss=0
519-Bach_BWV993_Capriccio_E_Maj_Scroll _^tsQe6JfDznM.webm                                                               c=3                  p=0 t=1.08 to=427 ss=15
101-Hermosin-Tarantella_Napoletana _^TvA7eKG8H0I.opus                                                               c=3                  p=-1.99 t=1.13 to=271 ss=115
611-Telemann-Flute-Fantasia_07-12_scroll _^tY-HooKBZ3w.opus                                                               v=-6db               c=3 p=0 t=1.54 ss=0
315-15-Quantz_Capricio_V_in_G_Major_QV_3_1.17 _^t_FMlAxCgqk.opus.mp3                                                           ss=0                
624-Debussy_Syrinx_Amelie _^u2Fd8m2jFWI.m4a                                                                v=-1db               c=3 p=-1 t=1.42 ss=0
420-Telemann_12-Fantasia-01_A-maj_Jean-Pierre_Rampal _^uE9SjAqPGsc-t1.13.mp3                                                          ss=0                
426-Telemann_12-Fantasia-02_A-min_Jean-Pierre_Rampal _^uE9SjAqPGsc-t1.13.mp3                                                          ss=0                
501-Telemann_12-Fantasia-03_B-min_Jean-Pierre_Rampal _^uE9SjAqPGsc-t1.13.mp3                                                          ss=0                
507-Telemann_12-Fantasia-06_D-min_Jean-Pierre_Rampal _^uE9SjAqPGsc-t1.13.mp3                                                          ss=0                
509-Telemann_12-Fantasia-10_F-sharp-min_Jean-Pierre_Rampal _^uE9SjAqPGsc-t1.13.mp3                                                          ss=0                
515-Telemann_12-Fantasia-11_G-maj_Jean-Pierre_Rampal _^uE9SjAqPGsc-t1.13.mp3                                                          ss=0                
516-Telemann_12-Fantasia-12_G-min_Jean-Pierre_Rampal _^uE9SjAqPGsc-t1.13.mp3                                                          ss=0                
517-Telemann_12-Fantasia-09_E-maj_Jean-Pierre_Rampal _^uE9SjAqPGsc-t1.13.mp3                                                          ss=0                
520-Telemann_12-Fantasia-07_D-maj_Jean-Pierre_Rampal _^uE9SjAqPGsc-t1.13.mp3                                                          ss=0                
521-Telemann_12-Fantasia-04_B-flat-maj_Jean-Pierre_Rampal _^uE9SjAqPGsc-t1.13.mp3                                                          ss=0                
522-Telemann_12-Fantasia-05_C-maj_Jean-Pierre_Rampal _^uE9SjAqPGsc-t1.13.mp3                                                          ss=0                
523-Telemann_12-Fantasia-08_E-min_Jean-Pierre_Rampal _^uE9SjAqPGsc-t1.13.mp3                                                          ss=0                
948-Beatles-Something _^UelDrZ1aFeY.mkv                                                                v=-16db              cmp=hrn3 c=3 p=0.97 t=1.03 ss=0
312-13-Quantz_Capricio_III_in_F_Major_QV_3_1.12 _^Uq101uUDwU0.opus.mp3                                                           ss=0                
968-Astor_Piazzolla-La_Camorra _^USlYQ686TfM.opus.mp3                                                           ss=0                
503-Howls_Moving_Castle_OST _^UwxatzcYf9Q.opus                                                               c=3                  p=0 t=1 to=309 ss=1.4
943-Beatles-Here_comes_the_Sun _^U_O1QKQCsGs.opus                                                               v=-17db              cmp=hrn3 c=3 p=0 t=1.03 ss=0
216-Beethoven_WoO-33_5.Stucke_fur_Flotenuhr _^v0V5GwMNH58.opus                                                               v=5db                c=3 p=0 t=0.869 to=1328 ss=1184
223-Beethoven_WoO-33_3.Stucke_fur_Flotenuhr _^v0V5GwMNH58.opus                                                               v=5db                c=3 p=0 t=0.878 to=1060 ss=673
213-Beethoven_WoO-33_4-Stucke_fur_Flotenuhr _^v0V5GwMNH58.opus                                                               v=5db                c=3 p=0 t=1 to=1184 ss=1060
206-Beethoven_WoO-33_1-Stucke_fur_Flotenuhr _^v0V5GwMNH58.opus                                                               v=5db                c=3 p=0 t=1 to=410 ss=0
210-Beethoven_WoO-33_2.Stucke_fur_Flotenuhr _^v0V5GwMNH58.opus                                                               v=7.3db              c=3 p=-2 t=1 to=673 ss=410
952-Lanie_Gardner_Cover-Fleetwood_Mac-Dreams _^V1LhC1zGouc.opus                                                               v=-13db              ss=0
864-Geminiani_La_Folia_extrait _^vCCuFzT-NxA.opus                                                               v=-8db               c=1 p=0.02 t=1.12 to=658 ss=0
702-Triple_Flageolet_1825 _^vDwsJx-6rV0.m4a                                                                F=y                  c=1 p=2.02 t=1.17 to=66 ss=27
848-Corelli_La_Follia _^VHRdFILo_Yw.opus                                                               F=y                  c=1 p=0.02 t=1.12 ss=0
949-Beatles-While_My_Guitar_Gently_Weeps _^VJDJs9dumZI.webm                                                               v=-18db              cmp=hrn3 ss=0
803-Astor_Piazzolla-Seasons_Buenos_Aires _^vsWkXGMonKg.opus                                                               c=3                  p=0 t=1 to=1456 ss=0
947-Beatles-Sgt_Peppers_Lonely_Hearts_Club_Band_2009 _^VtXl8xAPAtA.webm                                                               v=-16db              cmp=hrn3 F=y c=3 p=-0.99 t=0.92 ss=0
859-Falconieri_Folias _^vx9qR6ovHcA.opus                                                               F=y                  c=1 p=0.02 t=1.12 ss=0
419-Brahms_Op120-2_Clarinet_Sonata_E_flat _^w1E77EGpgrk.opus                                                               cmp=ckb              F=y c=3 p=0 t=0.69 ss=0
506-Brahms_Op120-2_Clarinet_Sonata_E_flat _^w1E77EGpgrk.opus                                                               v=1db                cmp=ckb F=y c=1 p=-2 t=0.73 ss=0
513-Brahms_Op120-2_Clarinet_Sonata_E_flat _^w1E77EGpgrk.opus                                                               v=2db                cmp=ckb F=y c=1 p=-4.97 t=0.86 ss=0
307-09-Quantz_Sarabande_in_G_Major _^W65q-mEcNJ4.opus.mp3                                                           ss=0                
122-Dizzy_Gillespie_Sextet-I_Can_t_Get_Started _^wE26XWrz-Ds.m4a                                                                v=-6db               c=3 p=0.06 t=0.93 ss=0
314-14-Quantz_Capricio_IV_in_G_Major_QV_3_1.15 _^WH6_LS2bUmk.opus.mp3                                                           ss=0                
946-Beatles-Michelle_2009 _^WoBLi5eE-wY.opus                                                               v=-17db              cmp=hrn3 ss=0
801-Beethoven-op81b-Sextet-Eb-Major-scroll _^wZaHUcERG2k.opus                                                               c=3                  p=0 t=1 to=1020 ss=2
320-Bach_BWV227-Motet_3-Jesu_meine_Freude_Scroll _^x8KBprMFq0s.mkv                                                                F=y                  c=3 p=0.02 t=0.979 to=1444 ss=24
966-Coltrane-Giant-Steps _^xr0Tfng9SP0.opus                                                               v=0.83               F=y c=2 p=-5.97 t=1.28 ss=0
129-Arabesque_Cookie_Arabian_Dance _^XRaIEazuNtE.opus                                                               v=-9db               F=y c=3 p=-1.98 t=1.02 ss=0
901-Corelli_La_Folia_Sonata_Szeryng _^XS-Nqzprais.opus                                                               F=y                  c=1 p=0.02 t=1.12 ss=0
944-Beatles-I_Want_To_Hold_Your_Hand_2009 _^XT4pwRi2JmY.opus                                                               v=-18db              cmp=hrn3 ss=0
953-Paul_Mccartney-Admiral_Halsey _^XTZ9v6exMdU.opus                                                               v=-18db              cmp=hrn3 ss=0
911-Oklahoma_State _^YNLv2exFwqc.opus                                                               v=-5db               c=4 p=-5.98 t=1.19 to=443 ss=0
505-Bach-BWV1034-Flute-Sonata-E-Min-Scroll _^YpAZrQUvNy4.webm                                                               v=8db                c=3 p=3 t=1.26 to=898 ss=16
961-Claude_Bolling-Jean-Pierre_Rampal-Veloce-Versailles _^yrJ9W5mP5Oc.m4a                                                                c=1                  p=0.01 t=1.18 to=217.751 ss=0
937-Tartini-Violin-Sonata-G-Min-Devil-Trill-Vienna _^z7rxl5KsPjs.ogg                                                                c=6                  p=5.94 t=1.41 ss=0
912-Tartini_Violin_Sonata_G-min_Devils_Trill _^z7rxl5KsPjs.opus                                                               v=-9db               ss=0
856-Scarlatti-Folia _^ZDBs5fEIPyc.webm                                                               v=-9db               F=y c=3 p=0.02 t=1.12 ss=0
219-Beethoven_Op134__Grosse_Fugue_For_Piano_Four_Hands _^ZJe5AJpuMvU.opus                                                               c=4                  p=0 t=1 to=850 ss=0
203-Beatles-Yellow_Submarine-2009 _^ztHxu-13UqI.m4a                                                                c=3                  p=-0.98 t=0.83 ss=0
618-Telemann-Flute-Fantasia_08-12_scroll _^ZVO6RvKfFS4.m4a                                                                v=-7db               c=3 p=0 t=1.54 ss=0
924-Beatles-All_You_Need_Is_Love_Remastered_2009 _^_7xMfIp-irg.opus                                                               c=3                  p=1.98 t=1.07 ss=0
714-Quantz_Duet_2_QV3_2_Op2-2_Allegro_assai _^_fjFdtzGjZE.opus.mp3                                                           ss=0                
718-Quantz_Duet_2_QV3_2_Op2-2_Presto _^_hh9x_vvcpg.opus.mp3                                                           ss=0                
606-Lester_Young_Harry_Sweets_Edison-Going_For_Myself _^_LcRwPpCoEs.m4a                                                                c=4_v-9dB_f4         p=1.07 t=2.36 to=3709.flac ss=3626.5
605-Lester_Young_Harry_Sweets_Edison-Going_For_Myself _^_LcRwPpCoEs.m4a                                                                v=-6db               c=4 p=1 t=1.94 to=3709 ss=3626.5
607-Lester_Young_Harry_Sweets_Edison-Going_For_Myself _^_LcRwPpCoEs.m4a                                                                v=-8db               c=4 p=0 t=1 to=3709 ss=3293
